OG0000000	14	4	44	37	29	11
OG0000001	8	7	23	23	15	9
OG0000002	8	5	24	14	9	4
OG0000003	1	1	9	9	3	1
OG0000004	4	8	20	10	10	7
OG0000005	5	3	25	17	16	4
OG0000006	3	1	20	9	8	0
OG0000007	6	2	26	13	12	8
OG0000008	8	3	22	22	17	7
OG0000009	4	1	14	7	10	4
OG0000010	5	3	12	12	11	3
OG0000011	4	6	31	11	12	3
OG0000012	8	4	16	14	13	7
OG0000013	2	2	13	10	2	2
OG0000014	7	6	16	11	13	9
OG0000015	6	3	26	15	13	5
OG0000016	2	2	13	7	5	2
OG0000017	10	6	11	25	12	3
OG0000018	7	5	25	16	14	7
OG0000019	5	3	18	13	9	3
OG0000020	6	2	25	13	8	1
OG0000021	2	4	16	8	8	2
OG0000022	2	2	5	3	2	1
OG0000023	5	0	18	7	13	5
OG0000024	4	3	14	7	9	4
OG0000025	2	5	9	8	5	4
OG0000026	6	2	17	14	13	5
OG0000027	3	2	13	10	6	1
OG0000028	7	6	24	10	13	4
OG0000029	2	1	11	8	3	2
OG0000030	8	4	16	11	7	2
OG0000031	5	3	13	13	9	6
OG0000032	3	2	9	8	6	1
OG0000033	3	2	9	9	3	3
OG0000034	4	4	14	10	10	3
OG0000035	3	2	13	6	6	3
OG0000036	8	2	19	12	7	4
OG0000037	7	1	19	14	14	6
OG0000038	4	1	10	9	5	3
OG0000039	3	4	9	7	5	1
OG0000040	2	2	7	5	5	1
OG0000041	1	2	14	6	7	1
OG0000042	4	5	23	5	14	7
OG0000043	5	1	5	10	4	3
OG0000044	3	2	15	9	11	4
OG0000045	5	4	16	9	4	3
OG0000046	9	6	22	5	7	5
OG0000047	6	2	18	9	7	7
OG0000048	5	3	7	9	5	5
OG0000049	2	3	13	8	4	2
OG0000050	3	4	14	14	7	5
OG0000051	6	4	14	6	8	5
OG0000052	4	1	12	4	4	2
OG0000053	1	1	7	7	4	3
OG0000054	1	1	5	4	3	1
OG0000055	1	2	16	4	10	10
OG0000056	5	5	15	11	5	1
OG0000057	3	4	11	11	9	3
OG0000058	2	2	15	7	8	3
OG0000059	1	1	4	5	2	2
OG0000060	2	2	5	6	3	2
OG0000061	2	2	9	4	4	2
OG0000062	2	2	8	7	2	1
OG0000063	4	2	17	8	8	1
OG0000064	1	1	10	9	4	1
OG0000065	1	3	4	4	2	3
OG0000066	7	1	17	9	9	5
OG0000067	3	2	19	9	12	5
OG0000068	4	1	12	6	10	3
OG0000069	5	3	14	8	6	2
OG0000070	1	1	3	3	2	1
OG0000071	6	0	16	14	7	5
OG0000072	1	2	4	2	3	1
OG0000073	1	1	4	4	2	1
OG0000074	1	1	7	6	4	1
OG0000075	1	2	4	2	4	1
OG0000076	2	2	13	7	4	3
OG0000077	4	4	15	11	6	7
OG0000078	2	2	6	4	4	2
OG0000079	1	6	8	9	5	4
OG0000080	1	2	4	4	3	2
OG0000081	5	1	14	9	5	4
