OG0000000	13	19	17	16	0
OG0000001	3	9	23	12	8
OG0000002	8	2	13	11	15
OG0000003	8	15	7	15	3
OG0000004	5	8	12	9	9
OG0000005	8	4	13	13	5
OG0000006	7	10	12	12	0
OG0000007	7	12	9	12	0
OG0000008	6	7	12	9	4
OG0000009	5	5	10	13	3
OG0000010	7	1	14	12	2
OG0000011	3	4	4	11	12
OG0000012	7	4	9	9	5
OG0000013	10	8	8	1	6
OG0000014	8	6	6	6	7
OG0000015	2	6	7	17	1
OG0000016	1	3	12	6	11
OG0000017	6	6	6	9	5
OG0000018	6	8	11	3	4
OG0000019	8	5	3	5	10
OG0000020	10	2	6	6	7
OG0000021	6	7	7	4	7
OG0000022	6	5	6	8	5
OG0000023	9	6	3	6	6
OG0000024	7	6	5	8	4
OG0000025	7	7	4	8	3
OG0000026	11	5	1	3	8
OG0000027	6	7	5	7	3
OG0000028	6	5	7	2	8
OG0000029	7	3	16	2	0
OG0000030	1	10	2	10	5
OG0000031	6	6	3	6	6
OG0000032	7	3	8	6	3
OG0000033	9	0	10	0	8
OG0000034	11	1	2	8	4
OG0000035	10	2	3	6	4
OG0000036	4	2	6	5	8
OG0000037	7	4	4	4	6
OG0000038	7	6	7	3	2
OG0000039	4	2	3	10	6
OG0000040	5	1	5	9	5
OG0000041	2	1	7	5	10
OG0000042	2	6	5	5	7
OG0000043	5	3	1	7	8
OG0000044	4	3	7	6	4
OG0000045	5	3	4	3	9
OG0000046	5	5	3	4	7
OG0000047	15	0	3	4	2
OG0000048	6	1	8	6	2
OG0000049	5	5	3	3	7
OG0000050	8	8	4	2	1
OG0000051	3	4	6	4	6
OG0000052	5	3	6	5	4
OG0000053	8	5	4	6	0
OG0000054	6	4	6	4	3
OG0000055	2	3	2	4	11
OG0000056	5	5	4	4	4
OG0000057	7	4	4	6	1
OG0000058	4	4	4	4	6
OG0000059	2	9	9	1	1
OG0000060	1	3	14	4	0
OG0000061	6	4	5	4	3
OG0000062	7	6	6	0	3
OG0000063	5	1	7	5	4
OG0000064	3	5	5	5	4
OG0000065	4	4	2	3	9
OG0000066	13	7	1	1	0
OG0000067	0	0	0	0	22
OG0000068	4	4	4	4	5
OG0000069	5	7	2	5	2
OG0000070	5	4	4	4	4
OG0000071	3	2	6	5	5
OG0000072	3	4	3	9	2
OG0000073	6	3	2	7	3
OG0000074	6	5	3	4	3
OG0000075	4	4	1	3	9
OG0000076	6	1	11	1	2
OG0000077	6	2	3	7	3
OG0000078	0	8	6	7	0
OG0000079	3	2	6	6	4
OG0000080	6	5	4	3	3
OG0000081	4	5	5	4	3
OG0000082	5	5	5	5	1
OG0000083	2	6	3	6	4
OG0000084	4	0	15	1	1
OG0000085	1	5	5	4	5
OG0000086	2	5	3	2	8
OG0000087	4	2	3	4	7
OG0000088	4	4	4	4	4
OG0000089	7	2	3	4	4
OG0000090	3	4	5	8	0
OG0000091	3	3	1	11	2
OG0000092	9	2	4	3	2
OG0000093	4	4	4	4	4
OG0000094	1	1	4	4	10
OG0000095	5	4	7	4	0
OG0000096	5	4	4	4	3
OG0000097	5	4	3	6	2
OG0000098	4	4	4	4	4
OG0000099	7	3	1	6	3
OG0000100	5	5	5	2	2
OG0000101	3	3	3	3	7
OG0000102	3	2	6	2	6
OG0000103	3	4	2	2	8
OG0000104	2	2	9	2	4
OG0000105	4	4	5	4	2
OG0000106	4	3	4	4	4
OG0000107	2	2	10	3	2
OG0000108	5	1	5	4	4
OG0000109	4	4	3	4	4
OG0000110	3	5	4	5	2
OG0000111	3	4	4	4	4
OG0000112	4	4	4	4	3
OG0000113	5	3	4	3	4
OG0000114	6	4	3	5	1
OG0000115	5	5	3	1	5
OG0000116	3	4	5	6	1
OG0000117	0	0	0	19	0
OG0000118	3	4	4	4	3
OG0000119	3	2	3	4	6
OG0000120	3	4	4	3	4
OG0000121	5	5	3	2	3
OG0000122	4	4	5	1	4
OG0000123	3	4	4	3	4
OG0000124	3	5	5	3	2
OG0000125	4	1	6	5	2
OG0000126	2	6	2	5	3
OG0000127	3	3	4	2	6
OG0000128	3	4	4	4	3
OG0000129	2	3	7	6	0
OG0000130	4	4	4	4	2
OG0000131	5	5	2	4	2
OG0000132	4	4	3	3	4
OG0000133	4	2	3	4	5
OG0000134	5	4	3	3	3
OG0000135	4	3	4	3	4
OG0000136	5	3	4	4	2
OG0000137	0	5	4	4	5
OG0000138	3	2	1	9	3
OG0000139	5	0	4	7	2
OG0000140	4	2	5	6	0
OG0000141	6	2	3	2	4
OG0000142	4	1	4	4	4
OG0000143	4	3	4	4	2
OG0000144	3	6	1	1	6
OG0000145	3	4	2	3	5
OG0000146	4	3	4	3	3
OG0000147	5	7	2	1	2
OG0000148	5	1	7	2	2
OG0000149	6	5	1	4	1
OG0000150	2	1	6	5	3
OG0000151	5	1	3	5	3
OG0000152	4	3	5	2	3
OG0000153	3	3	5	3	3
OG0000154	2	4	5	3	3
OG0000155	3	2	5	2	5
OG0000156	1	4	4	5	3
OG0000157	3	4	2	5	3
OG0000158	3	4	2	4	4
OG0000159	4	2	4	1	6
OG0000160	3	4	5	2	3
OG0000161	3	3	4	3	4
OG0000162	4	4	4	2	3
OG0000163	2	3	5	4	3
OG0000164	4	3	4	4	2
OG0000165	4	2	4	4	3
OG0000166	4	1	5	4	3
OG0000167	5	3	2	4	3
OG0000168	1	1	6	8	1
OG0000169	3	3	3	3	5
OG0000170	4	4	3	3	3
OG0000171	2	4	1	2	7
OG0000172	6	1	3	3	3
OG0000173	1	3	2	4	6
OG0000174	4	3	5	2	2
OG0000175	3	1	2	1	9
OG0000176	3	2	3	3	5
OG0000177	3	3	4	3	3
OG0000178	2	1	4	4	5
OG0000179	3	2	4	2	5
OG0000180	4	3	4	2	3
OG0000181	2	3	4	1	6
OG0000182	5	3	3	2	3
OG0000183	6	1	3	2	4
OG0000184	2	4	4	2	4
OG0000185	1	3	3	4	5
OG0000186	2	4	3	3	4
OG0000187	4	2	4	2	4
OG0000188	6	2	5	0	3
OG0000189	2	2	4	4	4
OG0000190	2	3	3	3	5
OG0000191	5	1	1	5	4
OG0000192	3	4	3	4	2
OG0000193	4	3	3	3	3
OG0000194	3	2	4	5	2
OG0000195	2	3	4	4	3
OG0000196	2	2	5	4	3
OG0000197	4	4	4	3	1
OG0000198	3	1	4	4	4
OG0000199	4	1	3	3	5
OG0000200	3	3	3	4	3
OG0000201	6	0	7	0	3
OG0000202	4	5	1	1	4
OG0000203	4	1	4	4	2
OG0000204	2	3	3	3	4
OG0000205	1	4	1	3	6
OG0000206	3	4	3	3	2
OG0000207	3	3	3	3	3
OG0000208	3	3	3	3	3
OG0000209	3	2	4	4	2
OG0000210	3	3	2	3	4
OG0000211	2	2	4	4	3
OG0000212	3	3	3	3	3
OG0000213	7	2	4	1	1
OG0000214	4	2	2	2	5
OG0000215	2	4	3	3	3
OG0000216	2	3	3	3	4
OG0000217	2	3	2	3	5
OG0000218	4	4	2	4	1
OG0000219	3	3	3	3	3
OG0000220	3	3	3	3	3
OG0000221	3	3	3	3	3
OG0000222	1	4	3	4	3
OG0000223	3	1	6	1	4
OG0000224	3	4	2	2	4
OG0000225	3	3	3	3	3
OG0000226	5	4	3	1	2
OG0000227	8	1	1	1	4
OG0000228	3	3	3	3	3
OG0000229	3	3	3	3	3
OG0000230	5	1	2	3	4
OG0000231	3	5	3	1	3
OG0000232	3	3	3	3	3
OG0000233	2	3	2	3	5
OG0000234	4	3	3	3	2
OG0000235	3	3	5	3	1
OG0000236	1	4	4	2	4
OG0000237	4	4	1	3	3
OG0000238	3	3	3	3	3
OG0000239	3	3	3	3	3
OG0000240	4	3	2	2	4
OG0000241	3	2	5	2	3
OG0000242	4	2	3	3	3
OG0000243	3	3	3	3	3
OG0000244	5	1	4	3	2
OG0000245	3	3	2	3	4
OG0000246	3	4	2	5	1
OG0000247	6	0	7	1	1
OG0000248	2	0	3	6	4
OG0000249	3	3	3	3	2
OG0000250	3	3	3	2	3
OG0000251	5	1	2	6	0
OG0000252	2	6	1	5	0
OG0000253	2	4	3	3	2
OG0000254	4	2	3	4	1
OG0000255	5	1	6	2	0
OG0000256	3	3	3	3	2
OG0000257	4	3	4	1	2
OG0000258	3	2	2	3	4
OG0000259	4	2	3	2	3
OG0000260	2	2	4	4	2
OG0000261	4	3	3	2	2
OG0000262	2	5	1	1	5
OG0000263	5	3	1	4	1
OG0000264	3	2	3	3	3
OG0000265	2	1	2	5	4
OG0000266	2	1	6	4	1
OG0000267	3	3	3	3	2
OG0000268	4	6	1	2	1
OG0000269	3	3	3	2	3
OG0000270	3	3	3	2	3
OG0000271	2	1	5	5	1
OG0000272	2	2	3	3	4
OG0000273	3	3	3	3	2
OG0000274	3	3	3	3	2
OG0000275	6	1	1	1	5
OG0000276	4	4	2	3	1
OG0000277	2	3	3	3	3
OG0000278	1	4	3	3	3
OG0000279	3	1	4	3	3
OG0000280	3	2	6	1	2
OG0000281	2	3	3	3	3
OG0000282	4	1	8	0	1
OG0000283	3	1	3	4	3
OG0000284	4	1	2	1	6
OG0000285	2	1	3	6	2
OG0000286	4	3	3	2	2
OG0000287	2	3	3	3	3
OG0000288	3	2	3	3	3
OG0000289	3	3	3	3	2
OG0000290	3	2	9	0	0
OG0000291	3	2	2	2	5
OG0000292	3	3	3	3	2
OG0000293	3	2	3	3	3
OG0000294	5	4	3	2	0
OG0000295	4	2	4	2	2
OG0000296	4	4	2	1	3
OG0000297	3	2	3	3	3
OG0000298	3	3	3	2	3
OG0000299	3	3	3	4	1
OG0000300	2	3	3	3	3
OG0000301	3	1	2	1	7
OG0000302	5	0	3	2	4
OG0000303	3	0	9	1	1
OG0000304	4	0	1	2	7
OG0000305	1	3	3	3	3
OG0000306	4	2	3	3	1
OG0000307	2	2	5	2	2
OG0000308	3	1	3	2	4
OG0000309	1	3	3	3	3
OG0000310	3	2	3	3	2
OG0000311	3	3	2	2	3
OG0000312	3	2	2	3	3
OG0000313	2	1	2	6	2
OG0000314	2	2	3	2	4
OG0000315	3	2	2	3	3
OG0000316	2	2	2	3	4
OG0000317	2	2	4	3	2
